Id,StageName,Status_Reason__c,RecordType.Name,RICE_Supported__c,CreatedDate,CloseDate,AccountId,Lead_Faculty__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Business_Type__c,Is_External__c,ParentId
0062e000002HGImAAO,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-07-24T00:57:55.000Z,1/11/19,0012e000003A77jAAC,0012e000002Zmo0AAC,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HGINAA4,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016-06-30T01:06:33.000Z,1/11/19,0012e000003A6qZAAS,,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGinAAG,0,Failure to Agree - Scope of Work,Custom Education (MSPACE Included),RIC-BD&I,2019-10-09T03:47:45.000Z,28/2/20,0012e000003A6sRAAS,0012e000002ZGfbAAG,1,Business Organization,Health,Government: International,External,1
0062e000002HGInAAO,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-06-16T05:38:27.000Z,1/11/19,0012e000003A77sAAC,0012e000002Zmo0AAC,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002HGIOAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015-11-05T05:08:54.000Z,1/11/19,0012e000003A6qZAAS,,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGioAAG,0,Proposal/Application Unsuccessful,Custom Education (MSPACE Included),RIC-BD&I,2018-10-08T05:57:13.000Z,28/6/19,0012e000003A6G6AAK,0012e000002ZmnxAAC,1,Business Organization,Health,Not for profit,External,1
0062e000002HGIoAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-12-06T23:58:46.000Z,28/2/19,0012e000003A6pIAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGIPAA4,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016-06-24T01:19:31.000Z,1/11/19,0012e000003A6qZAAS,,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGIpAAO,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-02-05T22:33:12.000Z,1/11/19,0012e000003A6pRAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGIQAA4,1,Won,Sponsorship,RIC RE&D and BD&I,2018-08-09T12:03:34.000Z,30/11/18,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGiqAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-08-12T02:23:01.000Z,1/11/19,0012e000003A6UqAAK,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGIqAAO,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-27T06:04:23.000Z,1/11/19,0012e000003A785AAC,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGIRAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-04-26T23:36:43.000Z,1/11/19,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGirAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019-07-03T04:30:37.000Z,1/6/20,0012e000003A6aXAAS,0012e000002ZLgIAAW,1,Business Organization,Transportation & Logistics,Government: Australia: Local & State,External,1
0062e000002HGIrAAO,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2017-02-21T10:39:15.000Z,1/11/19,0012e000003A6ozAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGISAA4,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-09-01T01:33:29.000Z,1/11/19,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGisAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2019-07-03T04:42:05.000Z,1/6/20,0012e000003A6mKAAS,0012e000002ZLgIAAW,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002HGIsAAO,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-09-20T01:24:20.000Z,1/11/19,0012e000003A6pSAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HGITAA4,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019-05-29T23:38:53.000Z,29/11/19,0012e000003A6qTAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGitAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019-03-25T23:32:41.000Z,31/5/19,0012e000003A7AoAAK,0012e000002ZLgIAAW,1,Business Organization,Transportation & Logistics,SME (small to medium enterprise),External,1
0062e000002HGItAAO,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019-08-02T00:57:08.000Z,19/12/19,0012e000003A6qSAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGIUAA4,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2017-04-20T11:37:41.000Z,1/11/19,0012e000003A6qRAAS,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGiuAAG,1,Won,Research Contract,RIC RE&D and BD&I,2018-08-31T10:42:28.000Z,8/10/18,0012e000003A6mKAAS,0012e000002ZLgIAAW,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002HGIuAAO,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2017-04-10T03:19:24.000Z,24/9/20,0012e000003A6qMAAS,0012e000002Zmo0AAC,1,Business Organization,Public Administration,Government: International,External,1
0062e000002HGIVAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2018-10-25T01:05:54.000Z,28/2/19,0012e000003A6qTAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGivAAG,0,Proposal/Application Unsuccessful,Research Contract,RIC RE&D and BD&I,2017-09-27T01:17:37.000Z,1/11/19,0012e000003A783AAC,0012e000002ZLgIAAW,1,Business Organization,Services,Government: Australia: Federal,External,1
0062e000002HGIvAAO,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2017-02-07T00:37:03.000Z,26/11/20,0012e000002Zmo0AAC,0012e000002Zmo0AAC,1,University Department,Education,Not for profit,Internal,1
0062e000002HGIWAA4,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2018-03-09T03:02:27.000Z,1/11/19,0012e000003A6pAAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: International,External,1
0062e000002HGiwAAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-09-27T01:18:34.000Z,11/11/18,0012e000003A6UQAA0,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,Not for profit,External,1
0062e000002HGIwAAO,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2018-05-17T02:05:02.000Z,17/12/20,0012e000003A6qOAAS,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGIXAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2017-08-22T10:44:33.000Z,1/11/19,0012e000003A6pwAAC,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGixAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-22T04:30:49.000Z,1/2/17,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGIxAAO,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-21T07:05:57.000Z,1/11/19,0012e000003A77UAAS,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGIYAA4,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2017-03-06T02:42:39.000Z,1/11/19,0012e000003A6pOAAS,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGiyAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-22T04:32:31.000Z,4/2/17,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGIyAAO,0,Other (Lost),Technology Transfer,RIC-BD&I,2018-09-14T01:50:45.000Z,30/1/19,0012e000003A6pWAAS,0012e000002Zmo0AAC,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HGIZAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2018-06-26T00:05:53.000Z,30/8/18,0012e000003A6pdAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGizAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-12-19T04:05:30.000Z,4/2/17,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGIzAAO,0,Other (Lost),Research Contract,RIC-BD&I,2018-06-25T04:27:41.000Z,30/9/18,0012e000003A6WxAAK,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGj0AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-22T04:28:28.000Z,1/2/17,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGJ0AAO,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019-08-09T04:15:53.000Z,16/12/20,0012e000003A6WxAAK,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGj1AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-12T04:35:11.000Z,4/10/16,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGJ1AAO,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2018-04-10T00:25:25.000Z,1/11/19,0012e000003A6lEAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGj2AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-12T04:27:17.000Z,20/1/16,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGJ2AAO,0,Other (Lost),Research Contract,RIC-BD&I,2019-06-24T23:55:12.000Z,1/11/19,0012e000003A6otAAC,0012e000002Zmo0AAC,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HGj3AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-12T04:28:59.000Z,2/2/16,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGJ3AAO,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2018-01-08T00:11:02.000Z,1/11/19,0012e000003A6pDAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGj4AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-22T04:34:08.000Z,4/2/17,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGJ4AAO,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2018-04-12T02:24:39.000Z,1/11/19,0012e000003A6pmAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HGj5AAG,1,Won,Consultancy (Non-research),RIC-BD&I,2019-04-01T01:20:33.000Z,27/5/19,0012e000003A6UcAAK,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,Large Australian Corporate,External,1
0062e000002HGJ5AAO,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2018-03-12T03:45:21.000Z,1/11/19,0012e000003A77OAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGj6AAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-09-27T02:55:23.000Z,7/2/19,0012e000003A6NcAAK,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,Not for profit,External,1
0062e000002HGJ6AAO,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-01-19T22:51:47.000Z,1/11/19,0012e000003A6pkAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGj7AAG,0,Out-Sold,Research Contract,RIC-BD&I,2019-07-03T04:12:43.000Z,1/6/20,0012e000003A6nQAAS,0012e000002ZLgIAAW,1,Business Organization,Services,Not for profit,External,1
0062e000002HGJ7AAO,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016-08-04T04:39:31.000Z,1/11/19,0012e000003A6phAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGj8AAG,0,Out-Sold,Research Contract,RIC RE&D and BD&I,2017-05-30T01:48:25.000Z,1/11/19,0012e000003A6V4AAK,0012e000002ZLgIAAW,1,Business Organization,Public Administration,Not for profit,External,1
0062e000002HGJ8AAO,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-11-21T05:55:05.000Z,10/1/17,0012e000003A6phAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGj9AAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-05-17T06:27:04.000Z,1/11/19,0012e000003A6UXAA0,0012e000002ZLgIAAW,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HGJ9AAO,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016-06-16T00:24:21.000Z,1/11/19,0012e000003A6qXAAS,,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGJAAA4,0,Customer No Longer Interested,Consultancy (Non-research),RIC-BD&I,2019-10-25T00:14:18.000Z,24/6/20,0012e000003A6pYAAS,0012e000002Zmo0AAC,1,Business Organization,Energy & Utilities,Government: Australia: Local & State,External,1
0062e000002HGJaAAO,0,Other (Lost),Research Contract,RIC-BD&I,2019-09-09T02:40:16.000Z,30/6/20,0012e000003A6NXAA0,0012e000002ZmnxAAC,1,Business Organization,Defence,Multinational / Other Large Corporate,External,1
0062e000002HGjAAAW,0,Other (Lost),Grants,RIC RE&D and BD&I,2017-08-07T01:56:42.000Z,1/11/19,0012e000003A6ULAA0,0012e000002ZLgIAAW,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HGJBAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-18T04:41:16.000Z,1/11/19,0012e000003A6pfAAC,0012e000002Zmo0AAC,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HGjbAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-02-26T02:48:20.000Z,1/11/19,0012e000003A6qHAAS,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGJbAAO,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2019-04-09T02:48:02.000Z,31/5/20,0012e000003A6NXAA0,0012e000002ZmnxAAC,1,Business Organization,Defence,Multinational / Other Large Corporate,External,1
0062e000002HGjBAAW,0,Proposal/Application Unsuccessful,Grants,RIC RE&D and BD&I,2017-11-30T04:43:16.000Z,7/6/18,0012e000003A6UyAAK,0012e000002ZLgIAAW,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HGJCAA4,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019-08-02T01:09:43.000Z,12/12/19,0012e000003A6pHAAS,0012e000002Zmo0AAC,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HGjcAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-11-15T23:43:25.000Z,13/12/18,0012e000003A6qHAAS,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGJcAAO,0,Other (Lost),Research Contract,RIC-BD&I,2019-09-09T03:10:27.000Z,30/6/21,0012e000003A79XAAS,0012e000002ZmnxAAC,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGjCAAW,0,Other (Lost),Research Contract,RIC-BD&I,2018-10-12T00:20:21.000Z,1/11/19,0012e000003A6NlAAK,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,Multinational / Other Large Corporate,External,1
0062e000002HGJDAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2018-03-07T23:40:22.000Z,1/11/19,0012e000003A6qXAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGjdAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-03-08T01:29:40.000Z,1/12/18,0012e000003A6qWAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: International,External,1
0062e000002HGJdAAO,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-07-03T02:32:32.000Z,1/11/19,0012e000003A6i8AAC,0012e000002ZmnxAAC,1,Business Organization,Construction & Construction Materials,Multinational / Other Large Corporate,External,1
0062e000002HGjDAAW,0,Proposal/Application Unsuccessful,Research Contract,RIC-BD&I,2019-03-22T05:57:54.000Z,30/9/19,0012e000003A6NlAAK,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,Multinational / Other Large Corporate,External,1
0062e000002HGJEAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-06-28T05:36:52.000Z,1/11/19,0012e000003A6r1AAC,0012e000002Zmo0AAC,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HGjeAAG,1,Won,Research Contract,RIC RE&D and BD&I,2018-04-16T04:31:47.000Z,1/11/19,0012e000003A6psAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGJeAAO,0,Other (Lost),Research Contract,RIC-BD&I,2019-09-09T02:43:44.000Z,30/6/21,0012e000003A79XAAS,0012e000002ZmnxAAC,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGJFAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2018-03-15T04:23:28.000Z,1/11/19,0012e000003A77nAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGjfAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-09-07T06:44:28.000Z,30/11/18,0012e000003A6qWAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: International,External,1
0062e000002HGJfAAO,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-07-20T04:53:28.000Z,1/11/19,0012e000003A6iBAAS,0012e000002ZmnxAAC,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HGJGAA4,0,Other (Lost),Grants,RIC RE&D and BD&I,2016-09-12T01:14:19.000Z,1/11/19,0012e000003A6ZwAAK,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGjgAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-03T06:04:22.000Z,1/11/19,0012e000003A6qHAAS,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGJgAAO,0,Academic No Longer Interested,Research Contract,RIC-BD&I,2019-05-06T00:24:11.000Z,31/5/20,0012e000003A6hfAAC,0012e000002ZmnxAAC,1,Business Organization,Defence,Multinational / Other Large Corporate,External,1
0062e000002HGjGAAW,0,Other (Lost),Research Contract,RIC-BD&I,2019-07-03T04:26:11.000Z,1/6/20,0012e000003A6V7AAK,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,Multinational / Other Large Corporate,External,1
0062e000002HGJHAA4,0,Other (Lost),Grants,Not supported,2018-08-03T06:27:12.000Z,1/11/19,0012e000003A6OVAA0,,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002HGjhAAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-01-15T23:05:51.000Z,1/11/19,0012e000003A6axAAC,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGJhAAO,0,Other (Lost),Research Contract,RIC-BD&I,2019-09-09T02:38:47.000Z,30/6/21,0012e000003A79XAAS,0012e000002ZmnxAAC,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGjHAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018-05-04T06:10:46.000Z,16/12/19,0012e000003A6V7AAK,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,Multinational / Other Large Corporate,External,1
0062e000002HGJIAA4,0,Other (Lost),Grants,Not supported,2018-08-06T04:03:51.000Z,1/11/19,0012e000003A6u9AAC,,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HGjiAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-01-22T22:26:07.000Z,1/11/19,0012e000003A6qHAAS,0012e000002Zmo0AAC,1,Business Organization,Services,University,External,1
0062e000002HGJiAAO,0,Other (Lost),Research Contract,RIC-BD&I,2018-06-08T07:34:20.000Z,31/12/18,0012e000003A6FDAA0,0012e000002ZmnxAAC,1,Business Organization,Defence,Multinational / Other Large Corporate,External,1
0062e000002HGjIAAW,0,Out-Sold,Research Contract,RIC-BD&I,2019-05-24T01:21:54.000Z,30/8/19,0012e000003A6vHAAS,0012e000002ZLgIAAW,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGJJAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-11-16T05:19:40.000Z,1/11/19,0012e000003A6hhAAC,0012e000002ZmnxAAC,1,Business Organization,Services,University,External,1
0062e000002HGjjAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-02-26T02:45:09.000Z,1/11/19,,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,,1
0062e000002HGJjAAO,0,Other (Lost),Grants,RIC-BD&I,2019-08-14T06:54:27.000Z,31/12/19,0012e000003A6FDAA0,0012e000002ZmnxAAC,1,Business Organization,Defence,Multinational / Other Large Corporate,External,1
0062e000002HGjJAAW,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-05-09T00:39:32.000Z,14/8/16,0012e000003A6piAAC,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002HGJKAA4,0,Other (Lost),Research Contract,RIC-BD&I,2019-07-19T06:11:10.000Z,31/3/20,0012e000003A6hwAAC,0012e000002ZmnxAAC,1,Business Organization,Defence,Government: International,External,1
0062e000002HGJkAAO,0,Proposal/Application Unsuccessful,Research Contract,RIC-BD&I,2019-08-26T01:47:24.000Z,30/6/20,0012e000003A6mqAAC,0012e000002ZmnxAAC,1,Business Organization,Energy & Utilities,CRC (Co-operative Research Centre),External,1
0062e000002HGjKAAW,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2019-10-17T06:17:15.000Z,31/3/20,0012e000003A6U3AAK,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,SME (small to medium enterprise),External,1
0062e000002HGJLAA4,0,Other (Lost),Research Contract,RIC-RE&D,2019-08-19T23:59:39.000Z,31/3/20,0012e000003A6hwAAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: International,External,1
0062e000002HGjlAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-28T23:24:21.000Z,1/11/19,0012e000003A6pBAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGJlAAO,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2018-04-26T01:14:23.000Z,30/6/18,0012e000003A6wlAAC,0012e000002ZmnxAAC,1,Business Organization,Agriculture & Horticulture,Multinational / Other Large Corporate,External,1
0062e000002HGjLAAW,0,Proposal/Application Unsuccessful,Research Contract,RIC RE&D and BD&I,2017-08-07T00:42:48.000Z,1/11/19,0012e000003A6V6AAK,0012e000002ZLgIAAW,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HGJMAA4,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2017-06-21T00:36:05.000Z,1/11/19,0012e000003A6iFAAS,0012e000002ZmnxAAC,1,Business Organization,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,External,1
0062e000002HGjmAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-26T02:21:28.000Z,1/11/19,0012e000003A6q8AAC,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HGJmAAO,0,Other (Lost),Research Contract,RIC-BD&I,2019-07-26T02:39:52.000Z,31/8/20,0012e000003A78cAAC,0012e000002ZmnxAAC,1,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,1
0062e000002HGjMAAW,0,Proposal/Application Unsuccessful,Grants,RIC-BD&I,2019-02-01T00:32:49.000Z,1/7/19,0012e000003A6osAAC,0012e000002ZLgIAAW,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGJNAA4,0,Other (Lost),Internship,RIC RE&D and BD&I,2017-10-02T01:56:20.000Z,1/11/19,0012e000003A6iIAAS,0012e000002ZmnxAAC,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002HGjnAAG,1,Won,Custom Education (MSPACE Included),RIC-BD&I,2019-08-16T03:52:28.000Z,27/4/20,0012e000003A6peAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGJnAAO,0,BD Capacity (Lost),Research Contract,RIC-BD&I,2019-07-23T02:22:10.000Z,31/7/20,0012e000003A6U8AAK,0012e000002ZmnxAAC,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002HGjNAAW,0,On Track,Parent Grant,RIC-BD&I,2019-05-24T01:39:33.000Z,4/5/20,0012e000003A6osAAC,,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGJOAA4,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2017-10-02T02:04:02.000Z,1/11/19,0012e000003A6iIAAS,0012e000002ZmnxAAC,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002HGjoAAG,1,Won,Consultancy (Non-research),RIC RE&D and BD&I,2016-08-09T02:10:05.000Z,1/11/19,0012e000003A6peAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGJoAAO,0,Other (Lost),Research Contract,RIC-BD&I,2019-09-09T02:42:14.000Z,30/6/21,0012e000003A79XAAS,0012e000002ZmnxAAC,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGjOAAW,0,Other (Lost),Research Contract,RIC-BD&I,2019-07-03T04:58:38.000Z,1/6/20,0012e000003A6h1AAC,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,SME (small to medium enterprise),External,1
0062e000002HGJPAA4,0,Other (Lost),Internship,RIC RE&D and BD&I,2017-11-08T05:16:01.000Z,1/11/19,0012e000003A6iFAAS,0012e000002ZmnxAAC,1,Business Organization,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,External,1
0062e000002HGjpAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-01-11T00:54:24.000Z,30/12/16,0012e000003A6peAAC,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002HGJpAAO,0,Other (Lost),Research Contract,RIC-BD&I,2019-09-04T01:25:33.000Z,31/7/20,0012e000003A6OjAAK,0012e000002ZmnxAAC,1,Business Organization,Defence,SME (small to medium enterprise),External,1
