Id,StageName,Status_Reason__c,RecordType.Name,Final_Record_Type__c,RICE_Supported__c,CreatedDate,CloseDate,Actual_Close_Date__c,Amount,Estimated_Project_Total_Value__c,Booked_Revenue__c,Actual_Project_Total_Value__c,BD_Cluster__c,BD_Division__c,CE_Course_Audience_Type__c,CE_Course_Type__c,AccountId,Customer_Contact__c,Lead_Academic_contact__c,Lead_Faculty__c,Lead_School__c,Lead_Department__c,Supporting_Faculty_1__c,Supporting_Faculty_2__c,OwnerId,Parent_Opportunity__c
0062e000002HGqXAAW,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2017-08-09T03:17:53.000Z,28/6/19,7/5/19,19100,19100,19100,19100,RIC-BDI-MSPACE,,B2B/Custom,Non-accredited,0012e000003A6QKAA0,,0032e000002cJ40AAE,0012e000002ZmnxAAC,0012e000002YmMXAA0,,,,0052e000000VJCzAAO,
0062e000002HGqYAAW,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),Not supported,2018-04-30T06:21:30.000Z,29/10/18,8/6/18,15000,0,0,0,RIC-BDI-MSPACE,,,,0012e000003A6mJAAS,,,0012e000002ZLg7AAG,,,,,0052e000000VJCzAAO,
0062e000002HGqZAAW,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-04-24T03:27:39.000Z,27/11/18,5/11/18,89000,89000,0,0,RIC-BDI-MSPACE,,B2B/Custom,Non-accredited,0012e000003A6mMAAS,,0032e000002cFp4AAE,0012e000002ZLg7AAG,0012e000002Z3pPAAS,,,,0052e000000VJCzAAO,
0062e000002HGqaAAG,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-06-06T05:57:37.000Z,1/11/19,8/6/18,100000,0,0,0,RIC-BDI-MSPACE,,,,0012e000003A6GQAA0,,,0012e000002ZLg7AAG,,,,,0052e000000VJCzAAO,
0062e000002HGqbAAG,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2018-06-14T06:35:03.000Z,22/8/19,18/6/19,120000,120000,0,0,RIC-BDI-MSPACE,,,,0012e000003A6qHAAS,,0032e000002cHF5AAM,0012e000002ZLg7AAG,0012e000002Z3pPAAS,,,,0052e000000VJCzAAO,
0062e000002HGqcAAG,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-05-15T04:47:10.000Z,1/11/19,14/5/18,0,0,0,0,RIC-BDI-MSPACE,,B2C/Open,Non-accredited,0012e000003A6qHAAS,,0032e000002cI5ZAAU,0012e000002ZLg7AAG,0012e000002Zt0bAAC,,,,0052e000000VJCzAAO,
0062e000002HGqdAAG,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-07-10T01:17:16.000Z,25/4/19,16/10/18,150000,0,0,0,RIC-BDI-MSPACE,,B2C/Open,Non-accredited,0012e000003A6qHAAS,,0032e000002cHX6AAM,0012e000002ZLgIAAW,,,0012e000002Zmo0AAC,,0052e000000VJCzAAO,
0062e000002HGqeAAG,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-05-03T07:54:54.000Z,14/2/19,3/7/19,72071.46,72071.46,72071.46,72071.46,RIC-BDI-MSPACE,,,,0012e000003A6qHAAS,,0032e000002cHX6AAM,0012e000002ZLgIAAW,,,,,0052e000000VJCzAAO,
0062e000002HGqfAAG,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2018-09-24T05:51:36.000Z,29/11/18,4/1/19,45000,45000,0,0,RIC-BDI-MSPACE,,,,0012e000003A6qHAAS,,0032e000002cFp4AAE,0012e000002ZLg7AAG,0012e000002Z3pPAAS,,,,0052e000000VJCzAAO,
0062e000002HGqgAAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2017-01-09T03:18:59.000Z,30/6/17,22/6/18,200000,609000,609000,609000,,,,,0012e000003A6cdAAC,,0032e000002cFoPAAU,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0012e000002Z4wCAAS,,,0052e000000VJD4AAO,
0062e000002HGqhAAG,Closed Won,Won,Technology Transfer,Technology Transfer,RIC RE&D and BD&I,2017-12-01T02:43:47.000Z,1/11/19,26/6/18,0,0,0,0,,,,,0012e000003A6cdAAC,,0032e000002cFoPAAU,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0012e000002Z4wCAAS,,,0052e000000VJD4AAO,0062e000002HGqgAAG
0062e000002HGqiAAG,Closed Won,Won,Technology Transfer,Technology Transfer,RIC RE&D and BD&I,2017-11-27T08:09:56.000Z,1/12/17,7/12/17,0,0,0,0,,,,,0012e000003A6NeAAK,,0032e000002cItYAAU,0012e000002ZNYOAA4,,,,,0052e000000VJD4AAO,
0062e000002HGxgAAG,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2019-05-28T12:18:46.000Z,24/6/20,24/6/20,360000,1720000,360000,1720000,RIC-BDI-STEM,MSE,,,0012e000003A6zsAAC,0032e000002enwVAAQ,0032e000002cHGPAA2,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxhAAG,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2019-05-06T12:06:27.000Z,14/5/19,14/5/19,50000,950000,50000,950000,RIC-BDI-STEM,MSE,,,0012e000003A6zZAAS,,0032e000002cFkQAAU,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002Z4ziAAC,,,0052e000000VJDbAAO,
0062e000002HGxiAAG,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-06-29T22:15:37.000Z,1/11/19,30/6/17,0,0,0,0,RIC-BDI-STEM,MSE,,,0012e000003A6FDAA0,,0032e000002cGmiAAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HGxjAAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2016-02-29T19:31:25.000Z,30/6/16,14/7/16,150000,150000,150000,150000,RIC-BDI-STEM,MSE,,,0012e000003A704AAC,,0032e000002cHuAAAU,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxkAAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2016-01-13T02:40:19.000Z,1/11/19,30/5/16,400000,400000,400000,400000,RIC-BDI-STEM,MSE,,,0012e000003A704AAC,,0032e000002cHuAAAU,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxlAAG,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2019-02-04T21:46:24.000Z,28/2/19,6/3/19,210000,411413,210000,411413,RIC-BDI-STEM,MSE,,,0012e000003A704AAC,,0032e000002cM60AAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxmAAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2016-02-29T19:29:44.000Z,30/6/16,14/7/16,250000,250000,250000,250000,RIC-BDI-STEM,MSE,,,0012e000003A704AAC,,0032e000002cM60AAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxnAAG,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2018-09-13T20:52:40.000Z,28/2/19,6/3/19,310000,310000,310000,310000,RIC-BDI-STEM,MSE,,,0012e000003A704AAC,,0032e000002cGB4AAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxoAAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2017-02-22T02:19:58.000Z,1/11/19,19/5/17,42000,29497,29497,29497,RIC-BDI-STEM,MSE,,,0012e000003A70oAAC,,0032e000002cMLlAAM,0012e000002ZLg7AAG,0012e000002Z3pPAAS,,,,0052e000000VJDbAAO,
0062e000002HGxpAAG,Closed Lost,Proposal/Application Unsuccessful,Research Contract,Research Contract,RIC-BD&I,2019-07-18T05:02:42.000Z,31/10/19,25/9/19,365807,365807,0,0,RIC-BDI-STEM,MSE,,,0012e000003A6aqAAC,,0032e000002cHu5AAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxqAAG,Closed Won,Won,Consultancy (Non-research),Consultancy (Non-research),RIC RE&D and BD&I,2018-03-26T20:40:31.000Z,30/3/18,27/3/18,14000,14000,14000,14000,RIC-BDI-STEM,MSE,,,0012e000003A6nHAAS,,0032e000002cFuKAAU,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxrAAG,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2019-05-03T01:03:55.000Z,28/6/19,17/5/19,70081,70081,70081,70081,RIC-BDI-STEM,MSE,,,0012e000003A6zRAAS,,0032e000002cMdXAAU,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002Z4ziAAC,,,0052e000000VJDbAAO,
0062e000002HGxsAAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2018-09-13T20:54:25.000Z,29/11/18,13/11/18,589111,589111,589111,589111,RIC-BDI-STEM,MSE,,,0012e000003A6zkAAC,,0032e000002cMdXAAU,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002Z4ziAAC,,,0052e000000VJDbAAO,
0062e000002HGxtAAG,Closed Won,Won,Internship,Internship,RIC RE&D and BD&I,2017-02-23T22:35:00.000Z,1/11/19,28/7/17,0,5000,5000,5000,RIC-BDI-STEM,MSE,,,0012e000003A6kyAAC,,0032e000002cItiAAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGxuAAG,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2015-11-20T01:06:48.000Z,31/1/16,7/11/16,200000,,,0,RIC-BDI-STEM,MSE,,,0012e000003A6zHAAS,,0032e000002cJHuAAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HH12AAG,Closed Won,Won,Grants,Grants,RIC RE&D and BD&I,2017-03-01T04:43:24.000Z,1/11/19,1/3/17,0,552000,552000,552000,RIC-BDI-MDHS,MDHS,,,0012e000003A6k7AAC,,0032e000002cHmvAAE,0012e000002ZGfbAAG,0012e000002Zt10AAC,0012e000002Zt13AAC,,,0052e000000VJE4AAO,
0062e000002HH13AAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2017-06-13T01:20:24.000Z,1/11/19,14/2/18,10000,10000,10000,10000,RIC-BDI-MDHS,MDHS,,,0012e000003A6k7AAC,,0032e000002cMUzAAM,0012e000002ZGfbAAG,0012e000002Zt10AAC,0012e000002Zt0yAAC,,,0052e000000VJE4AAO,
0062e000002HH14AAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2018-02-14T04:03:34.000Z,1/11/19,14/2/18,0,10000,0,10000,RIC-BDI-MDHS,MDHS,,,0012e000003A6wQAAS,,0032e000002cMHrAAM,0012e000002ZmnzAAC,0012e000002YnERAA0,,,,0052e000000VJE4AAO,
0062e000002HH15AAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2016-11-03T02:13:32.000Z,26/4/17,7/3/18,327000,327000,327000,327000,RIC-BDI-MDHS,MDHS,,,0012e000003A6VbAAK,,0032e000002cFQyAAM,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0012e000002Zt1JAAS,,,0052e000000VJE4AAO,
0062e000002HH16AAG,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2016-03-03T02:25:06.000Z,1/11/19,3/8/16,170000,0,0,0,RIC-BDI-MDHS,MDHS,,,0012e000003A6wMAAS,,0032e000002cMkXAAU,0012e000002ZmnzAAC,0012e000002YnERAA0,,,,0052e000000VJE4AAO,
0062e000002HH17AAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2016-01-12T06:07:37.000Z,1/11/19,12/4/17,70000,70000,70000,70000,RIC-BDI-MDHS,MDHS,,,0012e000003A6b9AAC,,0032e000002cG3wAAE,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0012e000002Zt0VAAS,,,0052e000000VJE4AAO,
0062e000002HH18AAG,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-14T03:26:44.000Z,1/11/19,18/7/17,17000,17000,17000,17000,RIC-BDI-MDHS,MDHS,,,0012e000003A6kAAAS,,0032e000002cMQuAAM,0012e000002ZmnzAAC,0012e000002YnERAA0,,,,0052e000000VJE4AAO,
0062e000002HH19AAG,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-05-24T03:10:58.000Z,1/11/19,3/8/16,25000,0,0,0,RIC-BDI-MDHS,MDHS,,,0012e000003A6qHAAS,,0032e000002cMGoAAM,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0012e000002Zt0VAAS,,,0052e000000VJE4AAO,
0062e000002HH1AAAW,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-02-04T04:48:00.000Z,1/11/19,3/8/16,0,0,0,0,RIC-BDI-MDHS,MDHS,,,0012e000003A6qHAAS,,,0012e000002ZmnzAAC,,,,,0052e000000VJE4AAO,
0062e000002HH1BAAW,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-02-09T23:43:30.000Z,1/11/19,3/8/16,0,0,0,0,RIC-BDI-MDHS,MDHS,,,,,0032e000002cGhDAAU,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0012e000002Zt0UAAS,,,0052e000000VJE4AAO,
0062e000002HH1CAAW,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2018-02-12T22:47:25.000Z,1/11/19,9/3/18,0,0,0,0,RIC-BDI-MDHS,MDHS,,,,,0032e000002cFJ8AAM,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0012e000002Zt0VAAS,,,0052e000000VJE4AAO,
0062e000002HGtzAAG,Closed Lost,Other (Lost),Internship,Internship,RIC-RE&D,2018-09-18T05:50:57.000Z,4/3/19,11/3/19,32000,32000,0,0,,,,,0012e000003A6cOAAS,,0032e000002cGHJAA2,0012e000002ZmnxAAC,0012e000002Z4JyAAK,,,,0052e000000VJBqAAO,
0062e000002HGu0AAG,Closed Lost,Other (Lost),Internship,Internship,RIC-RE&D,2018-06-14T04:16:09.000Z,31/12/18,31/1/19,0,0,0,0,,,,,0012e000003A6xNAAS,,,0012e000002ZLg7AAG,0012e000002Z3pPAAS,,,,0052e000000VJBqAAO,
0062e000002HGu1AAG,Closed Lost,Customer No Longer Interested,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-06-20T03:50:59.000Z,30/10/20,4/6/20,254000,254000,,,RIC-BDI-MSPACE,,B2B/Custom,Accredited,0012e000003A75KAAS,,0032e000002cM8ZAAU,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJC8AAO,
0062e000002HGu2AAG,Closed Lost,Proposal/Application Unsuccessful,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2018-01-15T03:21:40.000Z,10/5/19,14/3/19,500000,500000,0,0,,,B2B/Custom,Non-accredited,0012e000003A75KAAS,,0032e000002cNCFAA2,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJBtAAO,
0062e000002HGu3AAG,Closed Lost,Proposal/Application Unsuccessful,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-08-08T22:51:19.000Z,28/8/20,2/6/20,3200000,3200000,,,RIC-BDI-MSPACE,,B2B/Custom,Accredited,0012e000003A6mSAAS,,0032e000002cNLNAA2,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJCzAAO,
0062e000002HGu4AAG,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),Not supported,2018-10-26T00:43:57.000Z,25/10/18,14/2/19,2900,2900,2900,2900,,,B2B/Custom,Non-accredited,0012e000003A6xkAAC,,0032e000002cGJuAAM,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJBtAAO,
0062e000002HGu5AAG,Closed Lost,Proposal/Application Unsuccessful,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2019-01-16T00:23:15.000Z,31/12/18,21/12/18,75000,75000,0,0,,,B2B/Custom,Non-accredited,0012e000003A6dnAAC,,0032e000002cFLWAA2,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJBtAAO,
0062e000002HGu6AAG,Closed Lost,Proposal/Application Unsuccessful,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-02-14T03:47:10.000Z,30/4/19,28/2/19,330000,330000,0,0,,,,,0012e000003A6xwAAC,,0032e000002cG7WAAU,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJBtAAO,
0062e000002HGu7AAG,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-02-14T03:37:18.000Z,4/5/19,18/3/19,120000,120000,120000,120000,,,,,0012e000003A6yUAAS,,0032e000002cFLWAA2,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJBtAAO,
0062e000002HGu8AAG,Closed Lost,Customer No Longer Interested,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-03-25T04:19:01.000Z,30/6/20,23/4/20,495000,500000,,,RIC-BDI-MSPACE,,B2B/Custom,Accredited,0012e000003A6yUAAS,,0032e000002cG7WAAU,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJC8AAO,
0062e000002HGu9AAG,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-01-10T23:14:48.000Z,31/10/18,11/1/19,1990,3000,1990,3000,RIC-BDI-MSPACE,,,,0012e000003A6fsAAC,,0032e000002cEfRAAU,0012e000002ZNYOAA4,0012e000002YlvyAAC,,,,0052e000000VJBUAA4,
0062e000002HGuAAAW,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2018-12-17T05:18:11.000Z,17/5/19,20/6/19,171518,171518,171518,171518,RIC-BDI-MSPACE,,,,0012e000003A6g4AAC,,0032e000002cGJHAA2,0012e000002Zt1RAAS,,,,,0052e000000VJBUAA4,
0062e000002HGqjAAG,Closed Won,Won,Technology Transfer,Technology Transfer,RIC RE&D and BD&I,2017-12-01T02:17:52.000Z,1/11/19,18/6/18,0,4650000,0,4650000,,,,,0012e000003A76nAAC,,0032e000002cMxrAAE,0012e000002ZLg7AAG,,,,,0052e000000VJD4AAO,
0062e000002HGqkAAG,Closed Won,Won,Technology Transfer,Technology Transfer,RIC RE&D and BD&I,2018-07-26T09:17:43.000Z,1/11/19,18/6/18,0,0,0,0,,,,,0012e000003A79yAAC,,0032e000002cIx3AAE,0012e000002ZmnxAAC,0012e000002Z4JyAAK,,,,0052e000000VJD4AAO,0062e000002HGeiAAG
0062e000002HGqlAAG,Closed Won,Won,Technology Transfer,Technology Transfer,RIC RE&D and BD&I,2017-11-21T05:00:42.000Z,31/8/18,25/7/18,25000,0,0,0,,,,,0012e000003A6PrAAK,,0032e000002cFNlAAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJD4AAO,
0062e000002HGqmAAG,Closed Won,Won,Technology Transfer,Technology Transfer,RIC RE&D and BD&I,2017-12-01T02:50:59.000Z,1/11/19,22/6/18,0,0,0,0,,,,,0012e000003A6rOAAS,,0032e000002cFoPAAU,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0012e000002Z4wCAAS,,,0052e000000VJD4AAO,0062e000002HGqgAAG
0062e000002HGqnAAG,Closed Lost,Out-Sold,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2015-12-03T02:55:03.000Z,15/3/16,26/5/16,800000,0,0,0,,,,,0012e000003A6qyAAC,,0032e000002cMsuAAE,0012e000002ZNYOAA4,0012e000002YmNRAA0,,,,0052e000000VJD8AAO,
0062e000002HGqoAAG,Closed Won,Won,Consultancy (Non-research),Consultancy (Non-research),RIC RE&D and BD&I,2016-05-26T09:32:49.000Z,31/12/16,27/5/16,20000,20000,20000,20000,,,,,0012e000003A6glAAC,,0032e000002cJ5VAAU,0012e000002ZNYOAA4,0012e000002YlvyAAC,,,,0052e000000VJD8AAO,
0062e000002HGqpAAG,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-05-26T12:14:02.000Z,1/5/16,4/10/16,22000,22000,22000,22000,,,,,0012e000003A6qZAAS,,,0012e000002ZNYOAA4,,,,,0052e000000VJD8AAO,
0062e000002HGqqAAG,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2015-10-25T05:13:03.000Z,31/12/15,3/12/15,1000000,0,0,0,,,,,0012e000002YnrYAAS,,,,,,,,0052e000000VJD8AAO,
0062e000002HGqrAAG,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2015-10-25T06:28:54.000Z,31/12/15,3/12/15,20000,0,0,0,,,,,0012e000002Z3OuAAK,,,,,,,,0052e000000VJD8AAO,
0062e000002HGqsAAG,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-05-31T12:02:34.000Z,30/11/16,13/9/16,0,0,0,0,,,,,,,,0012e000002ZNYOAA4,0012e000002YnrYAAS,,,,0052e000000VJD8AAO,
0062e000002HGqtAAG,Closed Won,Won,Consultancy (Non-research),Consultancy (Non-research),RIC RE&D and BD&I,2016-05-26T22:53:37.000Z,4/4/16,27/5/16,15000,15000,15000,15000,,,,,0012e000003A6r9AAC,,0032e000002cNLMAA2,0012e000002ZNYOAA4,0012e000002YmNRAA0,,,,0052e000000VJD8AAO,
0062e000002HGquAAG,Closed Lost,Out-Sold,Consultancy (Non-research),Consultancy (Non-research),RIC RE&D and BD&I,2016-05-26T21:52:20.000Z,12/12/15,27/5/16,1000000,0,0,0,,,,,0012e000003A6kvAAC,,0032e000002cGUrAAM,0012e000002ZGfbAAG,0012e000002Z6AWAA0,,,,0052e000000VJD8AAO,
0062e000002HGqvAAG,Closed Lost,Out-Sold,Research Contract,Research Contract,RIC RE&D and BD&I,2016-02-03T07:30:41.000Z,31/3/16,26/5/16,1500000,0,0,0,,,,,0012e000003A6rFAAS,,0032e000002cMsuAAE,0012e000002ZNYOAA4,0012e000002YmNRAA0,,,,0052e000000VJD8AAO,
0062e000002HGqwAAG,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-05-26T11:59:42.000Z,31/8/16,13/9/16,16000,,,0,,,,,,,,0012e000002ZNYOAA4,,,,,0052e000000VJD8AAO,
0062e000002HGqxAAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2016-05-26T12:08:50.000Z,15/6/16,27/5/16,20000,20000,20000,20000,,,,,,,,0012e000002ZNYOAA4,,,,,0052e000000VJD8AAO,
0062e000002HGqyAAG,Closed Lost,Academic Capacity (Lost),Research Contract,Research Contract,RIC-BD&I,2019-01-18T02:43:57.000Z,31/3/20,29/11/19,0,0,,,RIC-BDI-STEM,MSE,,,0012e000003A6vbAAC,,0032e000002cHQHAA2,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0012e000002Z4xdAAC,,,0052e000000VJDAAA4,
0062e000002HGqzAAG,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2018-12-20T03:17:42.000Z,25/3/19,26/3/19,700000,3281000,700000,3281000,RIC-BDI-STEM,MSE,,,0012e000003A6ndAAC,,0032e000002cGEqAAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDAAA4,
0062e000002HGxvAAG,Closed Lost,Other (Lost),Technology Transfer,Technology Transfer,RIC RE&D and BD&I,2016-05-27T00:52:19.000Z,1/11/19,19/8/16,5000000,0,0,0,RIC-BDI-STEM,MSE,,,0012e000003A6ysAAC,,0032e000002cJHuAAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HGxwAAG,Closed Won,Won,Grants,Grants,RIC RE&D and BD&I,2017-11-15T22:46:52.000Z,1/11/19,16/1/18,75000,75000,75000,75000,RIC-BDI-STEM,MSE,,,0012e000003A6i6AAC,,0032e000002cGXMAA2,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HGxxAAG,Closed Won,Won,Grants,Grants,RIC RE&D and BD&I,2018-09-13T20:53:12.000Z,27/9/18,19/9/18,90343,90343,90343,90343,RIC-BDI-STEM,MSE,,,0012e000003A6i6AAC,,0032e000002cGXMAA2,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HGxyAAG,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2019-09-04T20:45:31.000Z,27/9/19,5/9/19,96000,96000,96000,96000,RIC-BDI-STEM,MSE,,,0012e000003A6i6AAC,,0032e000002cGXMAA2,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HGxzAAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2017-11-15T22:52:17.000Z,1/11/19,16/1/18,45000,45000,45000,45000,RIC-BDI-STEM,MSE,,,0012e000003A70sAAC,,0032e000002cGOsAAM,0012e000002ZLgJAAW,0012e000002YoYUAA0,,,,0052e000000VJDbAAO,
0062e000002HGy0AAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2017-05-08T01:20:27.000Z,1/11/19,8/5/17,45000,45830,45830,45830,RIC-BDI-STEM,MSE,,,0012e000003A70DAAS,,0032e000002emPOAAY,0012e000002ZLg7AAG,,,,,0052e000000VJDbAAO,
0062e000002HGy1AAG,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2017-04-07T02:06:03.000Z,1/11/19,1/5/17,20000,35000,35000,35000,RIC-BDI-STEM,MSE,,,0012e000003A70wAAC,,0032e000002cNHpAAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGy2AAG,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2019-06-18T22:57:41.000Z,9/7/19,21/6/19,64114.68,64114.68,64114.68,64114.68,RIC-BDI-STEM,MSE,,,0012e000003A71EAAS,,0032e000002cMI8AAM,0012e000002ZLg7AAG,0012e000002Z3pPAAS,,,,0052e000000VJDbAAO,
